iter	RMSE
149	0.600531945
150	0.5994255935
151	0.5990671108
152	0.5979688121
153	0.5972660616
154	0.5962642223
155	0.5951172837
156	0.5943685377
157	0.5934502083
158	0.5926374433
159	0.5914789258
160	0.590086251
161	0.5893367079
162	0.5882741496
163	0.5871602916
164	0.5863927904
165	0.5844960343
166	0.5829139266
167	0.5817259795
168	0.5808914891
169	0.5798924377
170	0.5789785742
171	0.5778200129
172	0.5770541251
173	0.5761772911
174	0.575234828
175	0.5742901112
176	0.5735292279
177	0.5726791281
178	0.5718986913
179	0.5708367914
180	0.5700815543
181	0.569667776
182	0.5687328386
183	0.5678738852
184	0.5670108888
185	0.5662251434
186	0.565265134
187	0.5644436643
188	0.5627071989
189	0.5620117502
190	0.5610586783
191	0.5598338782
192	0.5587473595
193	0.5579857779
194	0.5568553238
195	0.5560574403
196	0.5552790539
197	0.5524704115
198	0.550515406
199	0.549658135
200	0.5487438422
201	0.5474997918
202	0.5462632301
203	0.5460767868
204	0.5449296968
205	0.5437245676
206	0.5421323553
207	0.5406524765
208	0.5398386307
209	0.5385265097
210	0.5374126916
211	0.535768657
212	0.5346325359
213	0.5333419729
214	0.5326274233
215	0.5318042752
216	0.5294764093
217	0.5281952673
218	0.5273022138
219	0.5265267581
220	0.5259337528
221	0.5241714575
222	0.5233492491
223	0.5224842255
224	0.5212295805
225	0.5201525904
226	0.5193612225
227	0.5188117654
228	0.5180650836
229	0.5170656154
230	0.5159936677
231	0.5152456409
232	0.5143910939
233	0.5134076453
234	0.5127177253
235	0.5114714404
236	0.5105879505
237	0.5096597647
238	0.507623415
239	0.5067250254
240	0.5055756318
241	0.5048221494
242	0.5042837117
243	0.5033333356
244	0.501395946
245	0.5005853291
246	0.4998368522
247	0.4990820419
248	0.4984648714
249	0.4976935694
250	0.496931892
251	0.4959836926
252	0.495378773
253	0.4947764061
254	0.4941036873
255	0.4928081665
256	0.4919455767
257	0.4911493289
258	0.4896349689
259	0.4889578078
260	0.4878210893
261	0.487284079
262	0.4865090884
263	0.4857933943
264	0.4850630408
265	0.4843465373
266	0.4836377865
267	0.4826189639
268	0.4814553062
269	0.4806137391
270	0.4801459721
271	0.47953003
272	0.478093949
273	0.4771288393
274	0.4761888543
275	0.4748245188
276	0.4740940793
277	0.4731029888
278	0.4726093801
279	0.4716608282
280	0.4707468336
281	0.4700821946
282	0.4694340479
283	0.4684599084
284	0.4677626806
285	0.4668393544
286	0.4662447766
287	0.4654903472
288	0.4649479158
289	0.4642279912
290	0.4628674865
291	0.4622368216
292	0.4615204447
293	0.4609834656
294	0.4605491083
295	0.4594099225
296	0.4585648137
297	0.45733121
298	0.4567592152
299	0.4561826334
300	0.4552337362
301	0.4547153861
302	0.453709792
303	0.4526963071
304	0.4518622446
305	0.4513196959
306	0.4508954017
307	0.4501840051
308	0.4496698502
309	0.4484631174
310	0.4470182915
311	0.4459633959
312	0.4448304358
313	0.4446375934
314	0.4440059002
315	0.4430790881
316	0.4426872454
317	0.4424127942
318	0.4423138959
319	0.4412707884
320	0.4407007052
321	0.4402586703
322	0.4399293571
323	0.4391602099
324	0.4384749525
325	0.4375151229
326	0.4369343675
327	0.4363247586
328	0.4361750883
329	0.4356311116
330	0.4354318343
331	0.4345948836
332	0.434068252
333	0.4333866377
334	0.4328976727
335	0.4322530375
336	0.431703345
337	0.4308876928
338	0.4307093015
339	0.4304526737
340	0.4297928788
341	0.4291365313
342	0.4281440576
343	0.4277099406
344	0.426956285
345	0.4266245392
346	0.42573844
347	0.4248931372
348	0.4238589466
349	0.423372762
350	0.4224240288
351	0.4213809217
352	0.4205156492
353	0.4196806665
354	0.4186123067
355	0.4183420156
356	0.4178446481
357	0.4173359595
358	0.416941814
359	0.4163854098
360	0.41610793
361	0.4152088967
362	0.4145260285
363	0.4142095112
364	0.4134725612
365	0.4124115287
366	0.4121239007
367	0.4116427416
368	0.4101868621
369	0.4095768335
370	0.4087208345
371	0.4080198491
372	0.4074976341
373	0.4073344301
374	0.4068564407
375	0.4061117173
376	0.4055532894
377	0.4048834184
378	0.4047990772
379	0.4041177023
380	0.4033911239
381	0.4028065041
382	0.4026001817
383	0.402465762
384	0.4018237769
385	0.4006554327
386	0.3997749325
387	0.3989696957
388	0.3986796084
389	0.3984693142
390	0.3976831317
391	0.3971871433
392	0.3966188852
393	0.3964892961
394	0.3959637661
395	0.3954035501
396	0.3950948042
397	0.3936413758
398	0.3930965794
399	0.3925736864
400	0.3921188048
401	0.3919898815
402	0.3912712229
403	0.390195386
404	0.3901230434
405	0.3896140156
406	0.3886823268
407	0.3883773988
408	0.3877026577
409	0.3869192785
410	0.3863229307
411	0.3858752782
412	0.3854426252
413	0.3853001483
414	0.3846242487
415	0.3841503377
416	0.3836285265
417	0.3835311924
418	0.3831108009
419	0.382548238
420	0.3820164826
421	0.3815127188
422	0.3812844844
423	0.3807692196
424	0.380072817
425	0.3795465327
426	0.3787249593
427	0.3781511747
428	0.3772930674
429	0.3767282249
430	0.3761295303
431	0.3755775323
432	0.374800431
433	0.374310073
434	0.3738024111
435	0.3734628558
436	0.3728739575
437	0.3722355326
438	0.371833562
439	0.3713780826
440	0.3711571138
441	0.3709979696
442	0.3709228235
443	0.3707443311
444	0.3694712768
445	0.3684520519
446	0.3678158106
447	0.3675352902
448	0.3669114225
449	0.3657403281
450	0.3651799658
451	0.3647744158
452	0.3643559549
453	0.3640626386
454	0.3636133853
455	0.3629840009
456	0.3624853298
457	0.3620487168
458	0.3617854537
459	0.3613137792
460	0.3608472777
461	0.3603156432
462	0.3598473776
463	0.3592860596
464	0.3583908145
465	0.3577739485
466	0.3572339919
467	0.3567134465
468	0.3562816866
469	0.355953832
470	0.3554589777
471	0.355076251
472	0.3545980976
473	0.3542129145
474	0.3537073321
475	0.3530464179
476	0.3521709379
477	0.3516156847
478	0.3509778691
479	0.3503771195
480	0.3497654878
481	0.349443321
482	0.3488808991
483	0.3485205306
484	0.3480375778
485	0.3473761587
486	0.346499211
487	0.3457312478
488	0.3451489914
489	0.3446131054
490	0.34451132
491	0.3439808127
492	0.3436064957
493	0.3431729996
494	0.3426678394
495	0.3422634889
496	0.3420086094
497	0.3411663935
498	0.3406972765
499	0.3406052706
500	0.3401657022
501	0.3397697396
502	0.3387514593
503	0.3381074676
504	0.3379344467
505	0.3373992547
506	0.3370704036
507	0.3365748505
508	0.3357114032
509	0.3355087141
510	0.334947627
511	0.3345535191
512	0.3341536231
513	0.3335383965
514	0.3331622705
515	0.3328754225
516	0.332584217
517	0.3319733121
518	0.3315317551
519	0.3310518456
520	0.3306318866
521	0.3300769528
522	0.329048809
523	0.3287725695
524	0.3283645335
525	0.3276942163
526	0.3273116244
527	0.3268728464
528	0.3265793802
529	0.326268056
530	0.3257353502
531	0.3254350392
532	0.3252418558
533	0.324813322
534	0.3245448887
535	0.3238998671
536	0.3235504262
537	0.3226945916
538	0.3219970176
539	0.3214484012
540	0.3210054888
541	0.320256659
542	0.3197319022
543	0.319365645
544	0.3193013051
545	0.3191161099
546	0.3187667458
547	0.3182959259
548	0.3178827581
549	0.3175305271
550	0.3168801608
551	0.3164779859
552	0.3160437765
553	0.3157679344
554	0.3156985019
555	0.3152482918
556	0.3147038917
557	0.3140251122
558	0.3136370971
559	0.3131619884
560	0.3125676648
561	0.312220467
562	0.3120106575
563	0.3117430953
564	0.3108826219
565	0.3107191048
566	0.3102621921
567	0.30973286
568	0.3093612926
569	0.3090326001
570	0.3085975317
571	0.3082779008
572	0.3077339833
573	0.3075035359
574	0.306888312
575	0.3067712719
576	0.3066692306
577	0.3064212136
578	0.3061283918
579	0.3059297303
580	0.3054443599
581	0.305374885
582	0.3049513783
583	0.3045872933
584	0.3042345242
585	0.3039631053
586	0.3033997068
587	0.3029314387
588	0.3025156148
589	0.302040737
590	0.3014629905
591	0.3010259445
592	0.3006272927
593	0.3003469805
594	0.3000404655
595	0.2994998998
596	0.2994207972
597	0.2993471401
598	0.2988922865
599	0.2986204678
600	0.2983796249
601	0.2981662302
602	0.2976384907
603	0.2971778148
604	0.2968034539
605	0.2965318826
606	0.2959545347
607	0.2954621542
608	0.2952396443
609	0.2949522723
610	0.2949186612
611	0.294272912
612	0.2938813726
613	0.2932645705
614	0.2930461652
615	0.2927981036
616	0.2925563541
617	0.292126807
618	0.2917278785
619	0.2914717872
620	0.291163387
621	0.2910437174
622	0.2908085
623	0.2903106765
624	0.2899172093
625	0.2897497273
626	0.2895108695
627	0.2891465587
628	0.2887562552
629	0.2882067444
630	0.2876884683
631	0.2868422702
632	0.2863964363
633	0.2861051188
634	0.2856081423
635	0.2853443609
636	0.2850035094
637	0.2844853505
638	0.2839233967
639	0.283674226
640	0.2833271223
641	0.2829075884
642	0.2827574147
643	0.2820716666
644	0.2816741538
645	0.2814265187
646	0.2810260461
647	0.2805508283
648	0.2802714342
649	0.2798228157
650	0.2797869885
651	0.2792592662
652	0.2789719677
653	0.2785484464
654	0.2783184051
655	0.2774466987
656	0.2769532321
657	0.2766104467
658	0.2762686748
659	0.2761366274
660	0.2758274891
661	0.2755669527
662	0.2751305098
663	0.274862317
664	0.274543376
665	0.2743534801
666	0.273943126
667	0.2737620865
668	0.2733683916
669	0.2730129789
670	0.2728996041
671	0.272692674
672	0.2724460708
673	0.272122405
674	0.2716865889
675	0.2714055939
676	0.270906578
677	0.2699827593
678	0.2698324656
679	0.26947446
680	0.2691604949
681	0.2688832838
682	0.2684694849
683	0.2679428889
684	0.2676802427
685	0.2673418818
686	0.2671596487
687	0.2669100539
688	0.2667128235
689	0.2663782465
690	0.2659061185
691	0.2655229533
692	0.2651845855
693	0.2648152184
694	0.2645402744
695	0.2640832462
696	0.2637145963
697	0.2635319818
698	0.2631798721
699	0.2629988073
700	0.2625349755
701	0.2622770278
702	0.2619912674
703	0.2616530391
704	0.2612172102
705	0.2610172626
706	0.2607067912
707	0.2605238439
708	0.2603473965
709	0.2599433294
710	0.2594626937
711	0.2591042913
712	0.2586371743
713	0.2584615867
714	0.2581246601
715	0.2577922444
716	0.2576252698
717	0.2573395296
718	0.2570786824
719	0.2566651486
720	0.2561835691
721	0.2559537068
722	0.255717998
723	0.2554307673
724	0.25502692
725	0.2544989679
726	0.2542376803
727	0.2540545148
728	0.2539392039
729	0.2534759212
730	0.2533275413
731	0.2527586391
732	0.2525151821
733	0.2522703134
734	0.2517279546
735	0.2516919078
736	0.2513480169
737	0.2508816639
738	0.2505965459
739	0.2503943724
740	0.249933865
741	0.2495673305
742	0.2491010496
743	0.2487313293
744	0.2483314279
745	0.2480621778
746	0.247823964
747	0.2477051238
748	0.2472772043
749	0.2468723124
750	0.2466198104
751	0.2463965435
752	0.246046497
753	0.2455344095
754	0.2453382678
755	0.2449524638
756	0.2446262723
757	0.2443508812
758	0.2441854445
759	0.2438664398
760	0.2437509491
761	0.2433435158
762	0.2432252438
763	0.243078126
764	0.2427774562
765	0.2425791509
766	0.2422783111
767	0.2421203583
768	0.2419485262
769	0.2415919407
770	0.2414442781
771	0.2412328572
772	0.2410883665
773	0.2407665016
774	0.2403339622
775	0.2400346416
776	0.2397033249
777	0.2396081637
778	0.2394165723
779	0.2390460994
780	0.2388560784
781	0.2387197282
782	0.2385076003
783	0.2380688533
784	0.2377815497
785	0.2376877843
786	0.2375388343
787	0.237309266
788	0.237116585
789	0.2368690146
790	0.2365020258
791	0.2361992148
792	0.2358248128
793	0.2356628001
794	0.2353334614
795	0.2351507081
796	0.2348329049
797	0.2344942016
798	0.2342958411
799	0.2340168078
800	0.23391905
801	0.2338778848
802	0.2334185217
803	0.2331530571
804	0.2328462382
805	0.2328348032
806	0.2324969424
807	0.2323930888
808	0.2322041544
809	0.2319034207
810	0.2315719618
811	0.2312579369
812	0.2310666037
813	0.2306770228
814	0.2303173274
815	0.2302034088
816	0.2298057652
817	0.2292702401
818	0.2289910058
819	0.2287011671
820	0.2284251093
821	0.2282951887
822	0.2279743822
823	0.2278622215
824	0.2274235858
825	0.2272563477
826	0.2270949327
827	0.2268681577
828	0.2264671571
829	0.2262265065
830	0.2259625408
831	0.2257646359
832	0.225590382
833	0.2253262276
834	0.225081697
835	0.224769752
836	0.224476848
837	0.224238778
838	0.224075266
839	0.2236946115
840	0.2235237771
841	0.2232779294
842	0.2230156445
843	0.2229090858
844	0.222465297
845	0.2222666215
846	0.2220415442
847	0.2217679598
848	0.2216113194
849	0.2213664997
850	0.2210216662
851	0.2207337924
852	0.2203904111
853	0.2199136036
854	0.2196111609
855	0.2194615612
856	0.2191731743
857	0.218759973
858	0.2185988101
859	0.2183689347
860	0.2179989328
861	0.2175664864
862	0.2173267989
863	0.2170940145
864	0.2168278147
865	0.2166511456
866	0.2165530612
867	0.2163938526
868	0.2163163108
869	0.2160638064
870	0.2158175684
871	0.2154699419
872	0.215405497
873	0.2152167208
874	0.2149032081
875	0.2145616872
876	0.2143008758
877	0.2141163315
878	0.2140467541
879	0.2137722976
880	0.2137239696
881	0.2134171118
882	0.2131411835
883	0.2127272841
884	0.2122696082
885	0.2121220622
886	0.2117322476
887	0.211551848
888	0.2114140941
889	0.2110456083
890	0.2109392871
891	0.2107950477
892	0.2105135041
893	0.2103553626
894	0.2100692299
895	0.2097620806
896	0.2095097377
897	0.2092093575
898	0.2089636891
899	0.2087623003
900	0.2085829511
901	0.2084008981
902	0.2083174605
903	0.2081285582
904	0.2079861561
905	0.2079118794
906	0.2076278676
907	0.2074057247
908	0.2072206811
909	0.2070323426
910	0.2068115756
911	0.2066842221
912	0.2064134746
913	0.2062068319
914	0.2059850026
915	0.205662101
916	0.2054913603
917	0.2053017226
918	0.2049759697
919	0.2046884618
920	0.2042653334
921	0.2039220917
922	0.2037138235
923	0.2036643127
924	0.2034145059
925	0.203094316
926	0.2029359561
927	0.2026253337
928	0.2025351598
929	0.2022190941
930	0.201973314
931	0.2017383071
932	0.2014917563
933	0.2013088186
934	0.2010474778
935	0.2007293666
936	0.2005159188
937	0.2003199494
938	0.2001335168
939	0.1997655164
940	0.1996504737
941	0.199375311
942	0.1991803986
943	0.1988302611
944	0.1986751227
945	0.1984834313
946	0.1980232804
947	0.1978798442
948	0.1976907281
949	0.1974723287
950	0.1970616685
951	0.1968059161
952	0.1965035258
953	0.1962784475
954	0.1961280209
955	0.1958093256
956	0.1955899673
957	0.1955225291
958	0.1954729597
959	0.1951558545
960	0.1949834973
961	0.1946391226
962	0.1943687524
963	0.1939378955
964	0.1937669109
965	0.1934900508
966	0.193244469
967	0.1929771249
968	0.1928391261
969	0.1924625414
970	0.192130187
971	0.1919427609
972	0.1916573164
973	0.1915372284
974	0.1913201407
975	0.1910984732
976	0.1909555149
977	0.1907407168
978	0.190459526
979	0.1901546431
980	0.1899585159
981	0.1897492038
982	0.1896387475
983	0.1894393195
984	0.1891650331
985	0.1890112713
986	0.1889014913
987	0.1886447084
988	0.1884473175
989	0.1883912441
990	0.1880876892
991	0.1879753218
992	0.1876406011
993	0.1874120499
994	0.1872213645
995	0.1870854654
996	0.1868306544
997	0.1866401539
998	0.1864716328
999	0.1863782072
