iter	RMSE
340	10.06685373
341	10.05274837
342	10.03705588
343	10.02554151
344	10.01791219
345	9.989248742
346	9.9792304
347	9.948450087
348	9.93506077
349	9.919094829
350	9.902267074
351	9.896301483
352	9.885284743
353	9.872815607
354	9.861743708
355	9.839322707
356	9.829120888
357	9.791854586
358	9.773344238
359	9.755554894
360	9.72938455
361	9.718884773
362	9.70186007
363	9.686475131
364	9.669816159
365	9.656509619
366	9.639194324
367	9.623280544
368	9.58466279
369	9.576016434
370	9.559037982
371	9.547136622
372	9.51812358
373	9.495735922
374	9.478434049
375	9.463888909
376	9.45494763
377	9.443508677
378	9.413521866
379	9.394148911
380	9.378522522
381	9.36350397
382	9.345061736
383	9.333863172
384	9.327165066
385	9.299513497
386	9.287223019
387	9.270285032
388	9.252529144
389	9.23463428
390	9.210051089
391	9.196059208
392	9.17873481
393	9.162758596
394	9.152321378
395	9.146958507
396	9.126816727
397	9.115606947
398	9.103920376
399	9.087103313
400	9.073953787
401	9.056614749
402	9.038230138
403	9.026633084
404	9.018148786
405	9.006271878
406	8.998554784
407	8.991380835
408	8.96878198
409	8.966181086
410	8.945508164
411	8.939427905
412	8.927711127
413	8.916720547
414	8.901011481
415	8.884639021
416	8.87529254
417	8.864172819
418	8.848803145
419	8.847280115
420	8.83156065
421	8.822830895
422	8.812789176
423	8.809460526
424	8.789090683
425	8.781458537
426	8.768292668
427	8.758712655
428	8.737607826
429	8.728009236
430	8.710033024
431	8.687963239
432	8.677208779
433	8.65939224
434	8.642324221
435	8.626314234
436	8.62415895
437	8.612467689
438	8.60661825
439	8.596152543
440	8.579082775
441	8.577874269
442	8.558498173
443	8.549999817
444	8.539378821
445	8.529961688
446	8.519443155
447	8.50480131
448	8.496808453
449	8.491440355
450	8.486748775
451	8.466693919
452	8.453689573
453	8.433786938
454	8.411053146
455	8.401023108
456	8.394738166
457	8.386691538
458	8.373184446
459	8.366500433
460	8.354515594
461	8.342835774
462	8.333784171
463	8.320910446
464	8.316001578
465	8.306603786
466	8.291032592
467	8.287843892
468	8.271283348
469	8.262856917
470	8.261301206
471	8.254363376
472	8.242932503
473	8.230211925
474	8.220297129
475	8.208140675
476	8.188499449
477	8.175771547
478	8.162266626
479	8.14962293
480	8.13257797
481	8.122834023
482	8.115328071
483	8.101117591
484	8.085731854
485	8.079297546
486	8.059805963
487	8.050022202
488	8.039729917
489	8.029226925
490	8.022136157
491	8.016209803
492	7.989183735
493	7.98304429
494	7.968899387
495	7.959278571
496	7.95214426
497	7.940004103
498	7.935396849
499	7.923910307
500	7.914190708
501	7.910558948
502	7.907000185
503	7.894589926
504	7.881359518
505	7.874452836
506	7.855630082
507	7.840435447
508	7.826970424
509	7.816169732
510	7.808677912
511	7.798444174
512	7.781209593
513	7.764891189
514	7.757298404
515	7.751705982
516	7.74946518
517	7.735963446
518	7.726878411
519	7.72288487
520	7.717418442
521	7.705007545
522	7.694724251
523	7.680596482
524	7.675011277
525	7.667764507
526	7.644031119
527	7.635734087
528	7.626249373
529	7.61401662
530	7.609527446
531	7.590858354
532	7.578854809
533	7.565404397
534	7.555631234
535	7.547960448
536	7.526698152
537	7.516148932
538	7.510095581
539	7.484495569
540	7.477982538
541	7.465093444
542	7.456344913
543	7.449434099
544	7.441289606
545	7.433527867
546	7.424068703
547	7.418766707
548	7.410579474
549	7.39617222
550	7.389015408
551	7.382680298
552	7.374220155
553	7.353530306
554	7.340017612
555	7.33940186
556	7.333899583
557	7.328824535
558	7.327872646
559	7.315135991
560	7.309250946
561	7.301154952
562	7.285313704
563	7.281781335
564	7.271260999
565	7.268113624
566	7.259887897
567	7.253734994
568	7.24601793
569	7.230945969
570	7.211890317
571	7.209110207
572	7.192339567
573	7.187420065
574	7.179617238
575	7.175776099
576	7.166706089
577	7.152869594
578	7.139382681
579	7.13187611
580	7.130005446
581	7.125056548
582	7.110683155
583	7.095855787
584	7.091664798
585	7.073015719
586	7.065670486
587	7.061616894
588	7.052094376
589	7.044424318
590	7.030372211
591	7.020632799
592	7.016051675
593	7.01013434
594	7.00494848
595	6.994309142
596	6.987520318
597	6.981587773
598	6.96867128
599	6.957999855
600	6.949609164
601	6.940346235
602	6.930565918
603	6.929966195
604	6.921457325
605	6.900300422
606	6.888359707
607	6.875402596
608	6.863535859
609	6.856536274
610	6.851100094
611	6.841200884
612	6.826483407
613	6.817007715
614	6.809815411
615	6.795192162
616	6.789555001
617	6.783755501
618	6.77854035
619	6.771747354
620	6.763737776
621	6.755326779
622	6.754869237
623	6.743360424
624	6.738191859
625	6.732315514
626	6.723390377
627	6.72052486
628	6.710504454
629	6.697455344
630	6.688346123
631	6.681075867
632	6.676814195
633	6.659651104
634	6.651989001
635	6.642195094
636	6.626761714
637	6.617257855
638	6.615302601
639	6.599366275
640	6.592327972
641	6.588155236
642	6.583614043
643	6.569376585
644	6.56437445
645	6.556305381
646	6.554901907
647	6.542577208
648	6.537618899
649	6.529260762
650	6.525117591
651	6.520277044
652	6.508453264
653	6.501410651
654	6.495214217
655	6.493868285
656	6.479603328
657	6.47194975
658	6.46271434
659	6.457163217
660	6.451362678
661	6.436594866
662	6.423630039
663	6.421236446
664	6.41141171
665	6.397997748
666	6.389814054
667	6.383790105
668	6.380446259
669	6.367386781
670	6.358202309
671	6.346163824
672	6.340319826
673	6.334509684
674	6.323834507
675	6.315109191
676	6.305642479
677	6.302553988
678	6.295720162
679	6.28571802
680	6.280366949
681	6.267651539
682	6.249999918
683	6.24373271
684	6.239296281
685	6.233663337
686	6.227760115
687	6.216439357
688	6.207986795
689	6.202763182
690	6.194408863
691	6.190790348
692	6.183965209
693	6.17764524
694	6.170514422
695	6.163106971
696	6.149257625
697	6.144674571
698	6.136465734
699	6.133377602
700	6.127488046
701	6.118114311
702	6.110229057
703	6.103233542
704	6.098144157
705	6.079968668
706	6.071824637
707	6.066971671
708	6.058190675
709	6.053781118
710	6.046535166
711	6.03999302
712	6.020686058
713	6.01516401
714	6.008054611
715	6.001027757
716	5.995179272
717	5.97603697
718	5.968291094
719	5.955595885
720	5.94564199
721	5.93054818
722	5.92457875
723	5.917685712
724	5.908654193
725	5.902607712
726	5.896212754
727	5.88524879
728	5.876047584
729	5.875725443
730	5.872184921
731	5.865514803
732	5.858290182
733	5.846441074
734	5.840362869
735	5.82373689
736	5.813952718
737	5.809409912
738	5.794552619
739	5.794206725
740	5.787547786
741	5.781275418
742	5.774248245
743	5.766224113
744	5.759144483
745	5.752127687
746	5.746120748
747	5.739767493
748	5.73346629
749	5.729674073
750	5.726232754
751	5.719715399
752	5.711260955
753	5.704276738
754	5.695628656
755	5.678693681
756	5.669716664
757	5.663598579
758	5.658487229
759	5.649394818
760	5.642094561
761	5.634921048
762	5.628145287
763	5.621267722
764	5.614762783
765	5.60631988
766	5.5972616
767	5.585453691
768	5.577624806
769	5.569642367
770	5.560498547
771	5.547300787
772	5.53510987
773	5.524825369
774	5.515535951
775	5.510998364
776	5.507573606
777	5.499238984
778	5.491286928
779	5.483726875
780	5.475707949
781	5.46508446
782	5.456926691
783	5.454623175
784	5.446590754
785	5.439112
786	5.43240427
787	5.424995926
788	5.42259312
789	5.41875485
790	5.414627165
791	5.408026299
792	5.400313497
793	5.395023216
794	5.391341455
795	5.381568595
796	5.372859254
797	5.364139916
798	5.355931963
799	5.351322427
800	5.341240596
801	5.336816252
802	5.329262233
803	5.321709333
804	5.316299649
805	5.307469507
806	5.302829755
807	5.294968496
808	5.283106199
809	5.278827158
810	5.2661777
811	5.261186677
812	5.256578862
813	5.247301707
814	5.244449879
815	5.235631954
816	5.221695799
817	5.211573435
818	5.208712513
819	5.19837314
820	5.193295954
821	5.181840225
822	5.173280111
823	5.168570854
824	5.165132943
825	5.161110588
826	5.152967709
827	5.149923256
828	5.146367521
829	5.136279106
830	5.131919233
831	5.131587243
832	5.123526191
833	5.12175358
834	5.113614495
835	5.108675515
836	5.100053841
837	5.093547623
838	5.088565655
839	5.084094118
840	5.081523957
841	5.077848503
842	5.071669525
843	5.063999908
844	5.057087511
845	5.050787525
846	5.046196649
847	5.034657496
848	5.028792255
849	5.025276815
850	5.01919038
851	5.016182
852	5.011834342
853	5.007820395
854	5.005548692
855	5.004438545
856	4.999968623
857	4.9917447
858	4.984864093
859	4.975137942
860	4.971558875
861	4.967376171
862	4.963779029
863	4.960607002
864	4.95210208
865	4.944463112
866	4.93905224
867	4.936283654
868	4.9331737
869	4.920402571
870	4.912577468
871	4.909520829
872	4.902397291
873	4.894719449
874	4.886432966
875	4.883496752
876	4.879928874
877	4.872980352
878	4.864244623
879	4.856938851
880	4.850569518
881	4.83757058
882	4.825403829
883	4.81746236
884	4.810292293
885	4.805142503
886	4.798304189
887	4.789775172
888	4.785281008
889	4.775242135
890	4.76575362
891	4.758793595
892	4.75226058
893	4.742556415
894	4.737844247
895	4.735290227
896	4.727847148
897	4.720106442
898	4.713956171
899	4.710719554
900	4.704320149
901	4.700577287
902	4.691802419
903	4.686101401
904	4.683695386
905	4.677152809
906	4.675465554
907	4.668451785
908	4.65862555
909	4.650194513
910	4.64703893
911	4.63929402
912	4.634615256
913	4.631690979
914	4.624897532
915	4.618203256
916	4.614306206
917	4.608532344
918	4.601758599
919	4.599788605
920	4.597761897
921	4.590926975
922	4.587686327
923	4.581460563
924	4.575275334
925	4.57397824
926	4.568913751
927	4.560415954
928	4.552528566
929	4.541850955
930	4.536675737
931	4.531946424
932	4.525998117
933	4.518791432
934	4.513256773
935	4.505803458
936	4.502035452
937	4.492818203
938	4.485917288
939	4.481825692
940	4.473696614
941	4.463035814
942	4.455133335
943	4.44864969
944	4.443013506
945	4.437109909
946	4.4332215
947	4.424799705
948	4.418780905
949	4.410500013
950	4.405448372
951	4.401481182
952	4.398436992
953	4.398038293
954	4.395125031
955	4.391128921
956	4.386560529
957	4.383761218
958	4.378219457
959	4.373299486
960	4.370815638
961	4.367264419
962	4.36309905
963	4.357310658
964	4.351033579
965	4.345432101
966	4.338998358
967	4.33548343
968	4.330335568
969	4.329322891
970	4.326928666
971	4.322267084
972	4.317672808
973	4.313284208
974	4.31170417
975	4.308378613
976	4.305294786
977	4.303160051
978	4.293634548
979	4.292444229
980	4.28724089
981	4.283847049
982	4.280131692
983	4.277721728
984	4.272831515
985	4.26663524
986	4.258455926
987	4.248263427
988	4.242229346
989	4.239420463
990	4.232868365
991	4.227524653
992	4.222313105
993	4.219007902
994	4.216297863
995	4.21038542
996	4.208527129
997	4.203324905
998	4.195072121
999	4.189260116
